time_min,node_id,used_pct,powered_on
0.0,0,0.0,True
0.0,1,0.0,True
0.0,2,0.0,True
0.0,3,0.0,True
0.0,4,0.0,True
0.0,5,0.0,True
0.0,6,0.0,True
0.0,7,0.0,True
0.0,8,0.0,True
0.0,9,0.0,True
0.0,10,0.0,True
0.0,11,0.0,True
0.0,12,0.0,True
0.0,13,0.0,True
0.0,14,0.0,True
0.0,15,0.0,True
0.0,16,0.0,True
0.0,17,0.0,True
0.0,18,0.0,True
0.0,19,0.0,True
15.0,0,9.628684762026438,True
15.0,1,6.661862274927799,True
15.0,2,33.75677639724336,True
15.0,3,0.0,True
15.0,4,10.444952287895717,True
15.0,5,32.74525607054187,True
15.0,6,0.0,True
15.0,7,0.0,True
15.0,8,0.0,True
15.0,9,0.0,True
15.0,10,0.0,True
15.0,11,0.0,True
15.0,12,0.0,True
15.0,13,0.0,True
15.0,14,0.0,True
15.0,15,0.0,True
15.0,16,0.0,True
15.0,17,0.0,True
15.0,18,0.0,True
15.0,19,0.0,True
30.0,0,32.823813755120796,True
30.0,1,13.340663198024416,True
30.0,2,28.320293825875353,True
30.0,3,18.629538855252406,True
30.0,4,16.18107023920203,True
30.0,5,20.43888026349049,True
30.0,6,0.0,True
30.0,7,0.0,True
30.0,8,0.0,True
30.0,9,0.0,True
30.0,10,0.0,True
30.0,11,0.0,True
30.0,12,0.0,True
30.0,13,0.0,True
30.0,14,0.0,True
30.0,15,0.0,True
30.0,16,0.0,True
30.0,17,0.0,True
30.0,18,0.0,True
30.0,19,0.0,True
45.0,0,8.568599322206339,True
45.0,1,13.340663198024416,True
45.0,2,18.488980652680425,True
45.0,3,0.0,True
45.0,4,22.837028266725923,True
45.0,5,20.43888026349049,True
45.0,6,8.362111129960923,True
45.0,7,22.871413240571826,True
45.0,8,30.601083780270997,True
45.0,9,34.37673901121839,True
45.0,10,34.79253745791519,True
45.0,11,28.880856689311344,True
45.0,12,0.0,True
45.0,13,0.0,True
45.0,14,0.0,True
45.0,15,0.0,True
45.0,16,0.0,True
